id,premis,hipotesis,label
2517,"Berdasarkan studi yang dilakukan ICNARC , pasien virus Corona COVID-19 yang dirawat menggunakan ventilator hanya memiliki peluang hidup sebesar 34 persen .",ICNARC tidak pernah melakukan studi mengenai COVID-19.,contradiction
2518,"Setelah lulus dari Gymnasium Trier , Marx melanjutkan pendidikan nya di Universitas Bonn jurusan hukum pada tahun 1835 .",Hukum pernah dipelajari oleh Marx  .,entailment
2519,"Setelah lulus dari Gymnasium Trier , Marx melanjutkan pendidikan nya di Universitas Bonn jurusan hukum pada tahun 1835 .",Marx lulus dari Universitas Bonn .,neutral
2520,"Setelah lulus dari Gymnasium Trier , Marx melanjutkan pendidikan nya di Universitas Bonn jurusan hukum pada tahun 1835 .",Marx tidak pernah kuliah .,contradiction
2521,"Dengan menekan tombol kedua , pengguna dapat menyetel ulang jam sukat kembali ke nol .",Jam sukat dapat disetel kembali ke nol,entailment
2522,"Dengan menekan tombol kedua , pengguna dapat menyetel ulang jam sukat kembali ke nol .",Penggua menyukai jam sukat,neutral
2523,"Dengan menekan tombol kedua , pengguna dapat menyetel ulang jam sukat kembali ke nol .",Tidak ada tombol yang dapat menyetek ulang jam sukat,contradiction
2524,University of North Dakota akan memberikan kehormatan kepada Duhamel . Dewan Tinggi Pendidikan telah menyetujui pemberian gelar doktor kepada Duhamel pada pekan lalu .,Pemberian gelar doktor kepada Duhamel disetujui pekan lalu .,entailment
2525,University of North Dakota akan memberikan kehormatan kepada Duhamel . Dewan Tinggi Pendidikan telah menyetujui pemberian gelar doktor kepada Duhamel pada pekan lalu .,Duhamel adalah orang yang berjasa untuk University of North Dakota .,neutral
2526,University of North Dakota akan memberikan kehormatan kepada Duhamel . Dewan Tinggi Pendidikan telah menyetujui pemberian gelar doktor kepada Duhamel pada pekan lalu .,Pemberian gelar doktor kepada Duhamel disetujui oleh mahasiswa University of North Dakota .,contradiction
2527,"Ramesses , yang secara logistik tidak dapat bertahan dalam pengepungan panjang , kembali ke Mesir.",Ramesses selamat dari pengepungan panjang.,entailment
2528,"Ramesses , yang secara logistik tidak dapat bertahan dalam pengepungan panjang , kembali ke Mesir.",Mesir adalah tanah air Ramesses.,neutral
2529,"Ramesses , yang secara logistik tidak dapat bertahan dalam pengepungan panjang , kembali ke Mesir.",Pengepungan panjang membuat Rameses menyerah untuk kembali ke Mesir.,contradiction
2530,"Tak hanya wisatawan mancanegara , TWC juga berharap wisatawan domestik tak bosan berkunjung ke kawasan Borobudur .",Wisatawan mancanegara berharap wisatawan domestik tidak bosan berkunjung ke kawasan Borobudur .,entailment
2531,"Tak hanya wisatawan mancanegara , TWC juga berharap wisatawan domestik tak bosan berkunjung ke kawasan Borobudur .",TWC suka berkunjung ke kawasan Borobudur .,neutral
2532,"Tak hanya wisatawan mancanegara , TWC juga berharap wisatawan domestik tak bosan berkunjung ke kawasan Borobudur .",Wisatawan mancanegara tidak berharap wisatawan domestik tidak bosan berkunjung ke kawasan Borobudur .,contradiction
2533,"Dari tahun 1930 hingga 1970, Trofi Jules Rimet diberikan kepada tim yang menjuarai Piala Dunia. Trofi ini awalnya hanya dikenal dengan nama Piala Dunia atau Coupe du Monde, namun pada 1946 namanya diganti menjadi Trofi Jules Rimet untuk menghormati Presiden FIFA Jules Rimet, penggagas turnamen Piala Dunia pertama. Setelah 1970, trofi baru yang dikenal dengan Trofi Piala Dunia FIFA dirancang. Para ahli FIFA, yang berasal dari tujuh negara berbeda, menilai 53 model trofi yang disajikan, dan akhirnya memilih trofi karya pematung Italia Silvio Gazzaniga. Trofi baru ini memiliki tinggi sepanjang 36 cm (14,2 in), terbuat dari 75% emas murni 18 karat, dan memiliki berat 6,175 kg (13,6 pon). Bagian dasarnya dilapisi oleh perunggu semimulia, sedangkan di bagian bawah trofi terukir tahun dan nama masing-masing pemenang Piala Dunia FIFA sejak 1974.",Nama Trofi Jules Rimet dinamakan berdasarkan nama presiden FIFA .,entailment
2534,"Dari tahun 1930 hingga 1970, Trofi Jules Rimet diberikan kepada tim yang menjuarai Piala Dunia. Trofi ini awalnya hanya dikenal dengan nama Piala Dunia atau Coupe du Monde, namun pada 1946 namanya diganti menjadi Trofi Jules Rimet untuk menghormati Presiden FIFA Jules Rimet, penggagas turnamen Piala Dunia pertama. Setelah 1970, trofi baru yang dikenal dengan Trofi Piala Dunia FIFA dirancang. Para ahli FIFA, yang berasal dari tujuh negara berbeda, menilai 53 model trofi yang disajikan, dan akhirnya memilih trofi karya pematung Italia Silvio Gazzaniga. Trofi baru ini memiliki tinggi sepanjang 36 cm (14,2 in), terbuat dari 75% emas murni 18 karat, dan memiliki berat 6,175 kg (13,6 pon). Bagian dasarnya dilapisi oleh perunggu semimulia, sedangkan di bagian bawah trofi terukir tahun dan nama masing-masing pemenang Piala Dunia FIFA sejak 1974.",Italia memiliki pematung terbaik .,neutral
2535,"Dari tahun 1930 hingga 1970, Trofi Jules Rimet diberikan kepada tim yang menjuarai Piala Dunia. Trofi ini awalnya hanya dikenal dengan nama Piala Dunia atau Coupe du Monde, namun pada 1946 namanya diganti menjadi Trofi Jules Rimet untuk menghormati Presiden FIFA Jules Rimet, penggagas turnamen Piala Dunia pertama. Setelah 1970, trofi baru yang dikenal dengan Trofi Piala Dunia FIFA dirancang. Para ahli FIFA, yang berasal dari tujuh negara berbeda, menilai 53 model trofi yang disajikan, dan akhirnya memilih trofi karya pematung Italia Silvio Gazzaniga. Trofi baru ini memiliki tinggi sepanjang 36 cm (14,2 in), terbuat dari 75% emas murni 18 karat, dan memiliki berat 6,175 kg (13,6 pon). Bagian dasarnya dilapisi oleh perunggu semimulia, sedangkan di bagian bawah trofi terukir tahun dan nama masing-masing pemenang Piala Dunia FIFA sejak 1974.",Trofi Jules Rimet memiliki berat 7 kg .,contradiction
2536,Pantai Nyang Nyang memang belum begitu terkenal jika dibandingkan pantai lainnya di Bali yang memang sudah cukup populer .,Pantai Nyang Nyang tidak seindah pantai lain .,neutral
2537,Pantai Nyang Nyang memang belum begitu terkenal jika dibandingkan pantai lainnya di Bali yang memang sudah cukup populer .,Tidak ada pantai hits di Bali .,contradiction
2538,"Proses - proses enkripsi modern kebanyakan hanya memberikan satu jalan , di mana tidak ada proses pengembalian enkripsi .",Kebanyakan proses enkripsi modern tidak memiliki proses pengembalian enkripsi.,Entailment
2539,"Proses - proses enkripsi modern kebanyakan hanya memberikan satu jalan , di mana tidak ada proses pengembalian enkripsi .",Proses - proses enkripsi tradisional lebih baik dari modern.,Neutral
2540,"Proses - proses enkripsi modern kebanyakan hanya memberikan satu jalan , di mana tidak ada proses pengembalian enkripsi .",Semua proses enkripsi saat ini hanya memberikan satu jalan.,Contradiction
2541,"Sembungan adalah sebuah desa yang terletak di kecamatan Kejajar, kabupaten Wonosobo, Jawa Tengah, Indonesia.",Sembungan yang terletak di Kecamatan Kejajar bukan sebuah kelurahan.,entailment
2542,"Sembungan adalah sebuah desa yang terletak di kecamatan Kejajar, kabupaten Wonosobo, Jawa Tengah, Indonesia.",Desa di Kecamatan Kejajar bernama Sembungan.,neutral
2543,"Sembungan adalah sebuah desa yang terletak di kecamatan Kejajar, kabupaten Wonosobo, Jawa Tengah, Indonesia.",Sembungan yang terletak di Kecamatan Kejajar adalah sebuah kelurahan.,contradiction
2544,"Sebelumnya pada laga uji coba menghadapi Persewangi Banyuwangi , tugas sebagai juru kamera diberikan kepada Satria Tama dan Dicky . Sekarang , giliran Ravi dan Ajie yang bertugas menjadi juru kamera .",Ravi dan Ajie bertugas menjadi juru kamera sekarang.,entailment
2545,"Sebelumnya pada laga uji coba menghadapi Persewangi Banyuwangi , tugas sebagai juru kamera diberikan kepada Satria Tama dan Dicky . Sekarang , giliran Ravi dan Ajie yang bertugas menjadi juru kamera .",Tugas juru kamera akan dikembalikan kepada Satria Tama dan Dicky setelah Ravi dan Ajie selesai bertugas.,neutral
2546,"Sebelumnya pada laga uji coba menghadapi Persewangi Banyuwangi , tugas sebagai juru kamera diberikan kepada Satria Tama dan Dicky . Sekarang , giliran Ravi dan Ajie yang bertugas menjadi juru kamera .",Tugas juru kamera pada laga uji coba menghadapi Persewangi Banyuwangi diberikan kepada Ravi dan Ajie.,contradiction
2547,"Selain itu , jet ini merupakan satu diantara 204 pesawat yang diproduksi antara tahun 1957 dan tahun 1978 dalam proyek pribadi antara Jetstar dan Lockheed .",Jet ini diproduksi antara tahun 1957 dan tahun 1978.,entailment
2548,"Selain itu , jet ini merupakan satu diantara 204 pesawat yang diproduksi antara tahun 1957 dan tahun 1978 dalam proyek pribadi antara Jetstar dan Lockheed .",Semua pesawat yang diproduksi antara tahun 1957 dan tahun 1978 merupakan jet.,neutral
2549,"Selain itu , jet ini merupakan satu diantara 204 pesawat yang diproduksi antara tahun 1957 dan tahun 1978 dalam proyek pribadi antara Jetstar dan Lockheed .",Jet ini merupakan satu-satunya pesawat yang diproduksi antara tahun 1957 dan tahun 1978.,contradiction
2550,"Sukarapih adalah desa pemekaran ( sejak tahun 1957 ) di kecamatan Tambelang , Bekasi , Jawa Barat , Indonesia .",Desa Sukarapih adalah hasil pemekaran desa tahun 1957 .,entailment
2551,"Sukarapih adalah desa pemekaran ( sejak tahun 1957 ) di kecamatan Tambelang , Bekasi , Jawa Barat , Indonesia .",Sukarapih adalah nama desa tersebut sebelum pemekaran .,neutral
2552,"Sukarapih adalah desa pemekaran ( sejak tahun 1957 ) di kecamatan Tambelang , Bekasi , Jawa Barat , Indonesia .","Sukarapih adalah kecamatan yang terletak di Bekasi , Jawa Barat .",contradiction
2553,Cardinal menyediakan promo beli tiga produk hanya Rp 100 ribu . Selain itu ada produk-produk tas dan koper dari Travel Time dengan diskon sampai 75% .,"Dengan Rp 100 ribu, konsumen dapat membeli tiga produk di Cardinal",entailment
2554,Cardinal menyediakan promo beli tiga produk hanya Rp 100 ribu . Selain itu ada produk-produk tas dan koper dari Travel Time dengan diskon sampai 75% .,Tiga produk yang Cardinal yang dikenai promo adalah produk-produk tas,neutral
2555,Cardinal menyediakan promo beli tiga produk hanya Rp 100 ribu . Selain itu ada produk-produk tas dan koper dari Travel Time dengan diskon sampai 75% .,Produk tas di Cardinal tidak terkena diskon,contradiction
2556,"Losung adalah salah satu kelurahan di Kecamatan Padang Sidempuan Selatan , Padang Sidempuan , Sumatera Utara , Indonesia .",Padang Sidempuan Selatan adalah bagian dari Padang Sidempuan.,Entailment
2557,"Losung adalah salah satu kelurahan di Kecamatan Padang Sidempuan Selatan , Padang Sidempuan , Sumatera Utara , Indonesia .",Padang Sidempuan adalah sebuah kota.,Neutral
2558,"Losung adalah salah satu kelurahan di Kecamatan Padang Sidempuan Selatan , Padang Sidempuan , Sumatera Utara , Indonesia .",Sumatra Utara bukan bagian dari Indonesia.,Contradiction
2559,"Mahkota pada lambang ini adalah Dharmacakra , yang melambangkan Buddhisme dan keadilan menempati posisi utama di negara ini .",Mahkota pada lambang ini adalah Dharmacakra .,entailment
2560,"Mahkota pada lambang ini adalah Dharmacakra , yang melambangkan Buddhisme dan keadilan menempati posisi utama di negara ini .",Mahkota pada lambang ini melambangkan 3 hal .,neutral
2561,"Mahkota pada lambang ini adalah Dharmacakra , yang melambangkan Buddhisme dan keadilan menempati posisi utama di negara ini .",Buddhisme dan keadilan menempati posisi ketiga belas di negara ini .,contradiction
2562,Besaran PBB yang terutang dalam satu tahun pajak diinformasikan dalam Hafis Anjeng Surat Pemberitahuan Pajak Terutang ( SPPT ) .,Di dalam SPPT terdapat informasi besaran PBB yang terutang dalam satu tahun pajak,entailment
2563,Besaran PBB yang terutang dalam satu tahun pajak diinformasikan dalam Hafis Anjeng Surat Pemberitahuan Pajak Terutang ( SPPT ) .,Besaran PBB yang terutang dalam satu bulan pajak tidak diinformasikan,neutral
2564,Besaran PBB yang terutang dalam satu tahun pajak diinformasikan dalam Hafis Anjeng Surat Pemberitahuan Pajak Terutang ( SPPT ) .,Di dalam SPPT tidak ada informasi besaran PBB yang terutang dalam satu tahun pajak,contradiction
2565,Andrea Caracciolo menyambut umpan tendangan penjuru Romulo dengan sundulan tajam yang membentur mistar dan memantul ke dalam .,Romulo mampu melakukan umpan tendangan .,entailment
2566,Andrea Caracciolo menyambut umpan tendangan penjuru Romulo dengan sundulan tajam yang membentur mistar dan memantul ke dalam .,Romulo dan Andrea Caracciolo bermain pada posisi yang sama .,neutral
2567,Andrea Caracciolo menyambut umpan tendangan penjuru Romulo dengan sundulan tajam yang membentur mistar dan memantul ke dalam .,Romulo tidak mampu melakukan umpan tendangan .,contradiction
2568,Kane menyalip Romelu Lukaku di puncak daftar pencetak gol terbanyak .,Mulanya cetakan gol dari Romelu Lukaku lebih banyak dibandingkan Kane.,entailment
2569,Kane menyalip Romelu Lukaku di puncak daftar pencetak gol terbanyak .,Kane dan Romelu Lukaku terus bersaing dalam mecapai puncak daftar tertinggi dalam pencetak gol terbanyak.,neutral
2570,Kane menyalip Romelu Lukaku di puncak daftar pencetak gol terbanyak .,Romelu Lukaku kini justru berada di puncak teratas pencetak gol terbanyak.,contradiction
2571,"Untuk pasar domestik Jepang , mesin untuk Auris hanya 1.5 liter 1NZ - FE dan 1.8 liter 2ZR - FE .","Untuk pasar domestik Jepang , mesin untuk Auris hanya 1.5 liter 1NZ - FE dan 3 liter 2ZR - FE .",contradiction
2572,"Kata "" logistik "" berasal dari bahasa Yunani logistikos , kata sifat yang berarti "" terampil dalam menghitung "" .","Logistikos dalam bahasa Yunani artinya "" terampil dalam menghitung "" .",entailment
2573,"Kata "" logistik "" berasal dari bahasa Yunani logistikos , kata sifat yang berarti "" terampil dalam menghitung "" .",Logistik berarti terampil dalam menghitung .,neutral
2574,"Kata "" logistik "" berasal dari bahasa Yunani logistikos , kata sifat yang berarti "" terampil dalam menghitung "" .",Logistikos dalam bahasa Yunani adalah kata kerja .,contradiction
2575,"Berkat koneksi dari Constatini , Cakarel berhasil bertemu dengan Peter Becker , presiden Criterion Collection .",Constatini memiliki koneksi dengan Peter Becker.,entailment
2576,"Berkat koneksi dari Constatini , Cakarel berhasil bertemu dengan Peter Becker , presiden Criterion Collection .",Constatini adalah wakil presiden Criterion Collection.,neutral
2577,"Berkat koneksi dari Constatini , Cakarel berhasil bertemu dengan Peter Becker , presiden Criterion Collection .",Constatini adalah presiden Criterion Collection.,contradiction
2578,Kemarin aku juga sempat berbincang dengan suami kalau aku kangen bermain di dalam sebuah film .,Aku sempat berbincang dengan suami.,entailment
2579,Kemarin aku juga sempat berbincang dengan suami kalau aku kangen bermain di dalam sebuah film .,Aku berbincang lagi dengan suami hari ini.,neutral
2580,Kemarin aku juga sempat berbincang dengan suami kalau aku kangen bermain di dalam sebuah film .,Aku tidak ada berbincang dengan suami kemarin.,contradiction
2581,"Tapi mereka tidak melakukan hal yang sama kepada penonton lokal . Jika kami orang Korea , mereka akan memeriksa tubuh kami secara detil .",Mereka tidak melakukan hal yang sama kepada penonton lokal,entailment
2582,"Tapi mereka tidak melakukan hal yang sama kepada penonton lokal . Jika kami orang Korea , mereka akan memeriksa tubuh kami secara detil .",Jika mereka bukan orang korea maka mereka tidak akan diperiksa,neutral
2583,"Tapi mereka tidak melakukan hal yang sama kepada penonton lokal . Jika kami orang Korea , mereka akan memeriksa tubuh kami secara detil .",Mereka melakukan hal yang sama kepada penonton lokal,contradiction
2584,"Pemberontak komunis masuk di wilayah miskin Asia yang dimulai pada 1968 dengan klaim 30 ribu orang , termasuk yang berada di militer . Perundingan damai telah berlangsung lebih dari 30 tahun dan kembali muncul setelah kehadiran kaum sosialis pasca pemilihan Duterte tahun lalu .",Pemberontak komunis masuk di wilayah miskin Asia mulai pada 1968 .,entailment
2585,"Pemberontak komunis masuk di wilayah miskin Asia yang dimulai pada 1968 dengan klaim 30 ribu orang , termasuk yang berada di militer . Perundingan damai telah berlangsung lebih dari 30 tahun dan kembali muncul setelah kehadiran kaum sosialis pasca pemilihan Duterte tahun lalu .",Duterte adalah pemimpin kaum sosialis .,neutral
2586,"Pemberontak komunis masuk di wilayah miskin Asia yang dimulai pada 1968 dengan klaim 30 ribu orang , termasuk yang berada di militer . Perundingan damai telah berlangsung lebih dari 30 tahun dan kembali muncul setelah kehadiran kaum sosialis pasca pemilihan Duterte tahun lalu .",Perundingan damai baru berlangsung selama sepuluh tahun .,contradiction
2587,Salah satu tempat yang menawarkan ketenangan dan kenyamanan saat berwisata adalah Gunung Pancar.,Gunung Pancar dapat menyamankan,entailment
2588,Salah satu tempat yang menawarkan ketenangan dan kenyamanan saat berwisata adalah Gunung Pancar.,Banyak tempat yang menawarkan kenyamanan,neutral
2589,Salah satu tempat yang menawarkan ketenangan dan kenyamanan saat berwisata adalah Gunung Pancar.,Gunung Pancar bukan nama tempat,contradiction
2590,"Pada pertandingan pamungkas yang menentukan, pasangan ganda campuran Korea Selatan Choi Solgyu dan Chae Yoo Jung menumbangkan pasangan nomor dua dunia asal Cina, Lu Kai dan Huang Yaqiong.",Choi Solgyu dan Chae Yoo Jung merupakan pasangan ganda campuran Korea Selatan .,entailment
2591,"Pada pertandingan pamungkas yang menentukan, pasangan ganda campuran Korea Selatan Choi Solgyu dan Chae Yoo Jung menumbangkan pasangan nomor dua dunia asal Cina, Lu Kai dan Huang Yaqiong.",Pertandingan pamungkas itu berlangsung membosankan .,neutral
2592,"Pada pertandingan pamungkas yang menentukan, pasangan ganda campuran Korea Selatan Choi Solgyu dan Chae Yoo Jung menumbangkan pasangan nomor dua dunia asal Cina, Lu Kai dan Huang Yaqiong.",Lu Kai bukan berasal dari Cina .,contradiction
2593,"Di sebagian negara Eropa , penambahan kasus baru sudah menunjukkan penurunan yang konsiten namun menurut Direktur Jenderal WHO , Tedros Adhanom Ghebreyesus , tren lonjakan kasus justru terjadi di Afrika , Amerika Latin , Eropa Selatan dan sejumlah negara di Asia .",Tedros Adhanom Ghebreyesus merupakan Direktur Jenderal WHO .,entailment
2594,"Di sebagian negara Eropa , penambahan kasus baru sudah menunjukkan penurunan yang konsiten namun menurut Direktur Jenderal WHO , Tedros Adhanom Ghebreyesus , tren lonjakan kasus justru terjadi di Afrika , Amerika Latin , Eropa Selatan dan sejumlah negara di Asia .",Tren penurunan kasus terjadi di Australia .,neutral
2595,"Di sebagian negara Eropa , penambahan kasus baru sudah menunjukkan penurunan yang konsiten namun menurut Direktur Jenderal WHO , Tedros Adhanom Ghebreyesus , tren lonjakan kasus justru terjadi di Afrika , Amerika Latin , Eropa Selatan dan sejumlah negara di Asia .",Tren lonjakan kasus tidak terjadi di Amerika latin .,contradiction
2596,"Menurut Le Figaro , rencana pemerintah ini bisa membebaskan 42 juta euro yang 15,5 jutanya akan dialokasikan untuk keamanan .",Pemerintah mempunyai rencana yang dapat membebaskan 42 juta euro .,entailment
2597,"Menurut Le Figaro , rencana pemerintah ini bisa membebaskan 42 juta euro yang 15,5 jutanya akan dialokasikan untuk keamanan .",Pemerintah membebaskan 42 juta euro .,neutral
2598,"Menurut Le Figaro , rencana pemerintah ini bisa membebaskan 42 juta euro yang 15,5 jutanya akan dialokasikan untuk keamanan .",Le Figaro berpendapat rencana pemerintah tidak bisa membebaskan 42 juta euro .,contradiction
2599,"Perusahaan ini mengkhususkan diri dalam merancang , memproduksi , dan mengembangkan produk-produk mesin pelabuhan baru .",Perusahaan ini mengembangkan produk baru .,entailment
2600,"Perusahaan ini mengkhususkan diri dalam merancang , memproduksi , dan mengembangkan produk-produk mesin pelabuhan baru .","Perusahaan ini merancang , memproduksi , dan mengembangkan produk-produk mesin pelabuhan lama .",neutral
2601,"Perusahaan ini mengkhususkan diri dalam merancang , memproduksi , dan mengembangkan produk-produk mesin pelabuhan baru .",Perusahaan ini hanya melakukan perancangan produk .,contradiction
2602,"Output industri Nevada adalah turisme , pertambangan , permesinan , percetakan , pemrosesan makanan , dan peralatan listrik .",Terdapat lebih dari satu hasil industri di Nevada .,entailment
2603,"Output industri Nevada adalah turisme , pertambangan , permesinan , percetakan , pemrosesan makanan , dan peralatan listrik .",Pertambangan adalah output Nevada yang paling menguntungkan .,neutral
2604,"Output industri Nevada adalah turisme , pertambangan , permesinan , percetakan , pemrosesan makanan , dan peralatan listrik .",Percetakan merupakan satu-satunya hasil industri Nevada .,contradiction
2605,"Pada pertemuan di bulan November 2016 tersebut , Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya .",Yon sakit pada bulan November 2016.,entailment
2606,"Pada pertemuan di bulan November 2016 tersebut , Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya .",Yon sehat setelah November 2016.,neutral
2607,"Pada pertemuan di bulan November 2016 tersebut , Yon menjawab dirinya sedang berjuang melawan sakit di tubuhnya .",Yon tidak menjawab pada pertemuan di bulan November 2016.,contradiction
2608,"Barcelona adalah satu-satunya klub Eropa telah memainkan sepak bola kontinental setiap musim sejak 1955, dan salah satu dari tiga klub tidak pernah terdegradasi dari La Liga, bersama dengan Athletic Bilbao dan Real Madrid.",Barcelona tidak pernah terdegradasi dari La Liga ,entailment
2609,"Barcelona adalah satu-satunya klub Eropa telah memainkan sepak bola kontinental setiap musim sejak 1955, dan salah satu dari tiga klub tidak pernah terdegradasi dari La Liga, bersama dengan Athletic Bilbao dan Real Madrid.",Bracelona memainkan sepak bola sejak 1940,neutral
2610,"Barcelona adalah satu-satunya klub Eropa telah memainkan sepak bola kontinental setiap musim sejak 1955, dan salah satu dari tiga klub tidak pernah terdegradasi dari La Liga, bersama dengan Athletic Bilbao dan Real Madrid.",Barcelona bukan satu-satunya klub Eropa,contradiction
2611,"Penembakan di Timika , Irian Jaya ( Papua sekarang ) pada 15 April 1996 oleh seorang angggota Kopassus . Letnan Dua Sanurip menewaskan 16 orang dan 10 lainnya luka-luka .",Penembakan di Papua dilakukan oleh anggota Kopassus .,entailment
2612,"Penembakan di Timika , Irian Jaya ( Papua sekarang ) pada 15 April 1996 oleh seorang angggota Kopassus . Letnan Dua Sanurip menewaskan 16 orang dan 10 lainnya luka-luka .",Hanya terdapat seorang anggota Kopassus di Timika pada 15 April 1996 .,neutral
2613,"Penembakan di Timika , Irian Jaya ( Papua sekarang ) pada 15 April 1996 oleh seorang angggota Kopassus . Letnan Dua Sanurip menewaskan 16 orang dan 10 lainnya luka-luka .",Penembakan di Timika tidak menewaskan siapapun .,contradiction
2614,"Selain Syahrini , beberapa artis juga diketahui pernah diberangkatkan umrah oleh First Travel . Mereka adalah almarhumah Julia Perez dan Ria Irawan .",Syahrini pernah berangkat umrah,entailment
2615,"Selain Syahrini , beberapa artis juga diketahui pernah diberangkatkan umrah oleh First Travel . Mereka adalah almarhumah Julia Perez dan Ria Irawan .",Semua artis pernah diberangkatkan umrah oleh First Travel,neutral
2616,"Selain Syahrini , beberapa artis juga diketahui pernah diberangkatkan umrah oleh First Travel . Mereka adalah almarhumah Julia Perez dan Ria Irawan .",First Travel tidak pernah memberangkatkan almarhuma Julia Perez,contradiction
2617,"""Hadiah yang biasa diterima oleh para kompetitor X Games misalnya emas , perak , perunggu , maupun koin .""",Hadiah koin dapat diterima oleh para kompetitor X Games,entailment
2618,"""Hadiah yang biasa diterima oleh para kompetitor X Games misalnya emas , perak , perunggu , maupun koin .""",Hadiah perunggu diterima oleh juara 3 X Games,neutral
2619,"""Hadiah yang biasa diterima oleh para kompetitor X Games misalnya emas , perak , perunggu , maupun koin .""",Hadiah makanan biasa diterima oleh kompetitor X Games,contradiction
2620,Uni Soviet adalah negara sosialis yang pernah ada antara tahun 1922 ” 1991 di Eurasia .,"Pada tahun 1922 ” 1991 , ada negara sosialis di Eurasia .",entailment
2621,Uni Soviet adalah negara sosialis yang pernah ada antara tahun 1922 ” 1991 di Eurasia .,Uni Soviet sudah bubar .,neutral
2622,Uni Soviet adalah negara sosialis yang pernah ada antara tahun 1922 ” 1991 di Eurasia .,Uni Soviet adalah negara komunis .,contradiction
2623,"Saat ini , sebanyak 7.484 pasien corona di Indonesia masih dirawat di rumah sakit atau menjalani isolasi mandiri .",Ada pasien corona yang menjalani isolasi mandiri.,entailment
2624,"Saat ini , sebanyak 7.484 pasien corona di Indonesia masih dirawat di rumah sakit atau menjalani isolasi mandiri .",Banyak pasien corona yang tidak terdeteksi di Indonesia.,neutral
2625,"Saat ini , sebanyak 7.484 pasien corona di Indonesia masih dirawat di rumah sakit atau menjalani isolasi mandiri .",Terdapat 100.000 pasien corona di Indonesia yang masih dirawat di rumah sakit atau menjalani isolasi mandiri.,contradiction
2626,"Tiap malam , kala curah hujan tinggi , air pasang dari laut dan Sungai Kakap melanda area rumah , namun menyurut ketika pagi menjelang .",Area rumah dilanda air pasang ketika curah hujan tinggi .,entailment
2627,"Tiap malam , kala curah hujan tinggi , air pasang dari laut dan Sungai Kakap melanda area rumah , namun menyurut ketika pagi menjelang .",Area rumah dilanda air pasang laut ketika curah hujan sedang .,neutral
2628,"Tiap malam , kala curah hujan tinggi , air pasang dari laut dan Sungai Kakap melanda area rumah , namun menyurut ketika pagi menjelang .",Air pasang tidak melanda area rumah kala curah hujan tinggi .,contradiction
2629,Keith Richards pernah dengan kagum mengatakan padanya bahwa ia mengkonsumsi obat - obatan ' seperti laki - laki ' .,Keith Richards pernah mengatakan sesuatu dengan kagum,entailment
2630,Keith Richards pernah dengan kagum mengatakan padanya bahwa ia mengkonsumsi obat - obatan ' seperti laki - laki ' .,Keith Richards pernah mengkonsumsi obat - obatan .,neutral
2631,Keith Richards pernah dengan kagum mengatakan padanya bahwa ia mengkonsumsi obat - obatan ' seperti laki - laki ' .,Keith Richards tidak pernah mengatakan bahwa ia mengkonsumsi obat - obatan ' seperti laki - laki ' .,contradiction
2632,"Orang yang selalu mempunyai hubungan dengan Allah , Allah akan memenuhi hatinya dengan rahmat di setiap waktu .",Orang yang hatinya dipenuhi rahmat adalah orang yang selalu yang mempunyai hubungan dengan Allah .,entailment
2633,"Orang yang selalu mempunyai hubungan dengan Allah , Allah akan memenuhi hatinya dengan rahmat di setiap waktu .",Allah juga akan memberi rahmat pada orang yang tidak pernah berhubungan dengan Allah .,neutral
2634,"Orang yang selalu mempunyai hubungan dengan Allah , Allah akan memenuhi hatinya dengan rahmat di setiap waktu .",Allah tidak akan pernah memenuhi hati seseorang dengan rahmat di setiap waktu  .,contradiction
2635,"Pimpinan Eksekutif kontes ini adalah Svante Stockselius , yang juga merupakan kepala bidang dari "" Steering Group "" , yang bertugas untuk menetapkan aturan - aturan yang berlaku dalam kontes ini , menentukan penyiar mana yang akan menjadi tuan rumah kontes ini , dan memantau produksi dari setiap program stasiun televisi yang bersangkutan ( semuanya ) .",Svante Stocklius bertugas untuk menentukan penyiar yang menjadi tuan tumah kontes,entailment
2636,"Pimpinan Eksekutif kontes ini adalah Svante Stockselius , yang juga merupakan kepala bidang dari "" Steering Group "" , yang bertugas untuk menetapkan aturan - aturan yang berlaku dalam kontes ini , menentukan penyiar mana yang akan menjadi tuan rumah kontes ini , dan memantau produksi dari setiap program stasiun televisi yang bersangkutan ( semuanya ) .",Memantau produksi dari stasiun televisi adalah tugas Kepala bidang Steering Group,neutral
2637,Mourinho kini digaji hampir 20 juta pounds per musim dan United ingin kesepakatan kontrak baru selesai sebelum tim menggelar latihan pra - musim .,Mourinho digaji ahmpir 20juta pounds permusimnya.,entailment
2638,Mourinho kini digaji hampir 20 juta pounds per musim dan United ingin kesepakatan kontrak baru selesai sebelum tim menggelar latihan pra - musim .,Komtrak baru selesai dan latihan pra-musim pun berhasil digelar.,neutral
2639,Mourinho kini digaji hampir 20 juta pounds per musim dan United ingin kesepakatan kontrak baru selesai sebelum tim menggelar latihan pra - musim .,Tidak akan ada gelaran latihan pra-musim.,contradiction
